sigma,rel_moment_err,sigma_sq_bound
0.2454369260617026,1.2212041156089982e-09,0.0006023928467461766
0.36815538909255385,1.7278012354182692e-11,0.0013553839051788975
0.4908738521234052,2.1516122217235535e-14,0.0024095713869847065
0.7363107781851077,1.1540442823587683e-09,0.00542153562071559
0.9817477042468103,2.6722361200937074e-06,0.009638285547938826
1.4726215563702154,0.0007957596975066595,0.02168614248286236
